time,price,magnetisation,return
646,0.993622,-0.036800,0.288402
647,0.995213,-0.035200,0.578575
648,0.993622,-0.036800,-0.582115
649,0.995213,-0.035200,0.578575
650,0.998403,-0.032000,1.158919
651,0.997604,-0.032800,-0.291942
652,0.999202,-0.031200,0.578575
653,0.995213,-0.035200,-1.452633
654,0.996009,-0.034400,0.288402
655,0.998403,-0.032000,0.868747
656,0.998403,-0.032000,-0.001770
657,0.996009,-0.034400,-0.872287
658,0.993622,-0.036800,-0.872287
659,0.992033,-0.038400,-0.582115
660,0.995213,-0.035200,1.158920
661,0.998403,-0.032000,1.158919
662,1.000802,-0.029600,0.868748
663,1.000802,-0.029600,-0.001770
664,1.000802,-0.029600,-0.001770
665,1.000001,-0.030400,-0.291943
666,1.001603,-0.028800,0.578575
667,1.001603,-0.028800,-0.001770
668,1.003207,-0.027200,0.578574
669,1.001603,-0.028800,-0.582115
670,1.002404,-0.028000,0.288402
671,1.002404,-0.028000,-0.001770
672,1.004813,-0.025600,0.868748
673,1.003206,-0.027200,-0.582115
674,1.004009,-0.026400,0.288403
675,1.003206,-0.027200,-0.291943
676,1.004009,-0.026400,0.288403
677,1.005617,-0.024800,0.578574
678,1.006422,-0.024000,0.288403
679,1.005617,-0.024800,-0.291943
680,1.006422,-0.024000,0.288403
681,1.009647,-0.020800,1.158920
682,1.013694,-0.016800,1.449092
683,1.011264,-0.019200,-0.872288
684,1.009647,-0.020800,-0.582115
685,1.010455,-0.020000,0.288403
686,1.011264,-0.019200,0.288402
687,1.012074,-0.018400,0.288403
688,1.014505,-0.016000,0.868747
689,1.012883,-0.017600,-0.582115
690,1.008840,-0.021600,-1.452633
691,1.003206,-0.027200,-2.032977
692,1.002404,-0.028000,-0.291943
693,0.999201,-0.031200,-1.162459
694,0.996009,-0.034400,-1.162460
695,0.994417,-0.036000,-0.582114
696,0.990447,-0.040000,-1.452633
697,0.988864,-0.041600,-0.582115
698,0.990447,-0.040000,0.578575
699,0.992827,-0.037600,0.868747
700,0.992827,-0.037600,-0.001770
701,0.992827,-0.037600,-0.001770
702,0.990447,-0.040000,-0.872287
703,0.990447,-0.040000,-0.001770
704,0.992827,-0.037600,0.868747
705,0.991240,-0.039200,-0.582115
706,0.992033,-0.038400,0.288402
707,0.997604,-0.032800,2.029438
708,0.998402,-0.032000,0.288402
709,0.997604,-0.032800,-0.291942
710,0.998402,-0.032000,0.288402
711,0.997604,-0.032800,-0.291942
712,0.998402,-0.032000,0.288402
713,0.997604,-0.032800,-0.291942
714,0.996009,-0.034400,-0.582115
